"","Day","Mean Pressure (hPa)","Absolute Daily Max Air Temperature (deg. C)","Mean Air Temperature (deg. C)","Absolute Daily Min Air Temperature (deg. C)","Mean Dew Point (deg. C)","Mean Relative Humidity (%)","Mean Amount of Cloud (%)","Total Rainfall (mm)","Total Bright Sunshine (hours)","Prevailing Wind Direction (degrees)","Mean Wind Speed (km/h)","WeekID","GP","Date"
"1332",24,1003.8,29.8,28,25.7,25.6,87,88,"51.6",0.9,"200","30.3",191,5.78571428571429,2013-08-24
"1333",25,1007.1,30.2,27.7,26.1,26.1,91,73,"7.3",4.1,"130","16.1",191,5.78571428571429,2013-08-25
"1334",26,1006.8,32.8,28.8,26.6,25.4,82,31,"0.0",8.5,"60","8.9",191,5.78571428571429,2013-08-26
"1335",27,1006.2,32.9,29.3,27,25.2,79,25,"0.0",8.2,"10","7.2",191,5.78571428571429,2013-08-27
"1336",28,1005.2,33.3,29.7,27.3,24.6,75,46,"0.0",11.3,"210","9.7",191,5.78571428571429,2013-08-28
"1337",29,1004.1,32,29.6,27.8,25.1,77,80,"0.0",6,"230","9.2",191,5.78571428571429,2013-08-29
"1338",30,1005.9,29.7,27.3,24.4,24.9,87,88,"29.5",0.1,"250","22.8",191,5.78571428571429,2013-08-30
"1339",31,1008.4,29.5,26.4,24.6,24.6,90,88,"35.0",0.1,"30","12.5",192,5.8,2013-08-31
"1340",1,1010.1,29.8,27.2,25.1,23.6,81,77,"1.0",6.9,"230","11.8",192,5.8,2013-09-01
"1341",2,1010.4,30.4,27.5,25.1,24.6,84,61,"40.6",6.8,"190","10.1",192,5.8,2013-09-02
"1342",3,1008.8,28,26,25,24.8,93,83,"5.0",0.3,"30","6.9",192,5.8,2013-09-03
"1343",4,1009.2,26.4,25,23.9,24.3,96,88,"88.9",0,"90","22.1",192,5.8,2013-09-04
"1344",5,1011.1,25.1,24.1,23.6,23.8,98,89,"197.7",0,"90","28",192,5.8,2013-09-05
"1345",6,1013.2,29.5,26.3,24.1,23.7,86,65,"0.3",9.2,"80","27.3",192,5.8,2013-09-06
"1346",7,1013.6,30.7,27.5,25.4,23.6,80,35,"0.0",10.4,"70","21.2",193,5.41428571428571,2013-09-07
"1347",8,1013.9,31.1,28,25.8,23.8,78,34,"0.0",10.9,"70","24.1",193,5.41428571428571,2013-09-08
"1348",9,1012.6,31.1,28.2,26.3,24,78,54,"0.0",10.1,"70","27",193,5.41428571428571,2013-09-09
"1349",10,1010.6,31.8,28.6,26.6,24.8,81,68,"0.0",9.9,"70","22.6",193,5.41428571428571,2013-09-10
"1350",11,1011.1,30.9,28.4,27.1,25.1,83,66,"0.0",8.4,"70","22",193,5.41428571428571,2013-09-11
"1351",12,1011.5,31.7,28.5,27.2,24.8,81,66,"0.0",8.2,"80","23.2",193,5.41428571428571,2013-09-12
"1352",13,1009.7,30.7,27.8,26.8,24.4,82,76,"0.2",6.4,"60","21.1",193,5.41428571428571,2013-09-13
"1353",14,1006.8,31.5,28,26.1,24.4,81,52,"0.0",10.3,"110","15.3",194,4.31428571428571,2013-09-14
"1354",15,1006,32.4,28.2,25.9,24.9,83,47,"15.2",5.6,"110","9.5",194,4.31428571428571,2013-09-15
"1355",16,1007.5,30.8,28.1,26,24.1,79,57,"0.8",9.2,"100","39.5",194,4.31428571428571,2013-09-16
"1356",17,1008,30.3,27.8,26.7,22.2,72,55,"0.0",6.9,"90","49.3",194,4.31428571428571,2013-09-17
"1357",18,1008.3,30.2,27.7,26.2,23,76,65,"Trace",5.9,"90","46.7",194,4.31428571428571,2013-09-18
"1358",19,1007.9,31.4,28.5,26.6,24,77,57,"0.0",8.1,"100","30.4",194,4.31428571428571,2013-09-19
"1359",20,1005.9,32.5,29.2,27.2,24.8,78,61,"0.0",6.1,"280","15.8",194,4.31428571428571,2013-09-20
"1360",21,999.9,34.7,31.2,28.3,22.4,60,63,"0.0",10.5,"20","24.9",195,6.18571428571429,2013-09-21
"1361",22,993,31.8,28,25.2,23.4,78,88,"30.6",0,"10","45.1",195,6.18571428571429,2013-09-22
"1362",23,998.9,30.9,27.9,24.8,25.6,88,92,"56.9",2.7,"200","43.3",195,6.18571428571429,2013-09-23
"1363",24,1006.7,30.6,28.1,27.2,25.6,86,82,"1.3",4,"100","30.1",195,6.18571428571429,2013-09-24
"1364",25,1010,31.2,28.2,26.8,24.1,79,60,"Trace",9.3,"90","31",195,6.18571428571429,2013-09-25
"1365",26,1012.3,30,27.5,25.2,23,77,62,"0.1",6.7,"70","34.1",195,6.18571428571429,2013-09-26
"1366",27,1011.7,29.7,26.5,24,22.2,77,61,"0.1",9,"90","29.6",195,6.18571428571429,2013-09-27
"1367",28,1008.8,28.6,26.5,24.6,23,81,80,"2.6",3.3,"50","31",196,4.24285714285714,2013-09-28
"1368",29,1008,27.1,25.7,24,22.3,82,87,"2.9",0.9,"50","32.5",196,4.24285714285714,2013-09-29
"1369",30,1010.1,26.7,25.3,23.8,23.9,92,88,"10.0",0,"80","45.5",196,4.24285714285714,2013-09-30
"1370",1,1012.7,30.4,27.2,25.7,23.8,82,55,"0.0",9,"90","28.8",196,4.24285714285714,2013-10-01
"1371",2,1012.6,31.4,27.8,25.5,21.2,69,22,"0.0",10.7,"40","11",196,4.24285714285714,2013-10-02
"1372",3,1013,30.1,26.7,24.6,20.1,68,32,"0.0",8.5,"100","16.2",196,4.24285714285714,2013-10-03
"1373",4,1011.9,29.4,26.2,24.7,20.8,72,26,"0.0",6.6,"120","11.2",196,4.24285714285714,2013-10-04
"1374",5,1010.5,29.9,26.3,23.8,18.4,63,17,"0.0",10.6,"30","10.6",197,7.08571428571429,2013-10-05
"1375",6,1008.7,31.5,27.7,24.4,15.3,47,5,"0.0",10.8,"20","22.9",197,7.08571428571429,2013-10-06
"1376",7,1006,32,28.3,25.5,18.3,55,33,"0.0",10.7,"20","24.2",197,7.08571428571429,2013-10-07
"1377",8,1008.1,29,26.8,25.6,19.7,65,84,"0.0",1.8,"20","21.7",197,7.08571428571429,2013-10-08
"1378",9,1010.8,30.1,27.2,25.4,22.5,75,77,"Trace",8.2,"30","21.8",197,7.08571428571429,2013-10-09
"1379",10,1012.8,30.4,27,24.7,23.6,82,51,"2.8",7.2,"80","20.7",197,7.08571428571429,2013-10-10
"1380",11,1011.8,31.1,27.8,25.5,23.2,77,40,"0.0",8.3,"70","10.8",197,7.08571428571429,2013-10-11
"1381",12,1011,30.2,27.6,26.2,21.1,68,72,"Trace",9.2,"100","26.3",198,5.88571428571429,2013-10-12
"1382",13,1011,30.4,27.2,25.6,20.6,67,68,"0.0",8.8,"90","41.6",198,5.88571428571429,2013-10-13
"1383",14,1011.5,27,26.1,25.3,21.4,76,86,"Trace",0,"80","39.8",198,5.88571428571429,2013-10-14
"1384",15,1013.5,29.9,26.9,25.6,21.9,75,60,"0.0",8.7,"100","25.7",198,5.88571428571429,2013-10-15
"1385",16,1017.2,27.6,25.8,24.7,20.2,71,78,"Trace",5.4,"100","40.1",198,5.88571428571429,2013-10-16
"1386",17,1018.9,26,24.5,24,19.5,74,86,"Trace",1.2,"90","39.5",198,5.88571428571429,2013-10-17
"1387",18,1018.4,28.5,25.2,23.2,18.7,68,73,"Trace",8.4,"80","29.5",198,5.88571428571429,2013-10-18
"1388",19,1017.8,28,25.2,23,18.5,67,58,"0.0",7,"40","17.1",199,5.85714285714286,2013-10-19
"1389",20,1016,28.4,25.4,23,19.1,69,32,"0.0",9.1,"110","15.6",199,5.85714285714286,2013-10-20
"1390",21,1015.2,27.4,24.8,22.8,19.7,73,65,"0.1",3.6,"40","16.3",199,5.85714285714286,2013-10-21
"1391",22,1015.6,28.4,25.1,22.7,17.3,63,29,"0.0",9,"30","14.1",199,5.85714285714286,2013-10-22
"1392",23,1014.5,27.6,24.6,21.9,13,49,9,"0.0",10.1,"20","19.3",199,5.85714285714286,2013-10-23
"1393",24,1013.1,27.9,24.4,21.3,10.1,41,19,"0.0",10.2,"30","25.3",199,5.85714285714286,2013-10-24
"1394",25,1015.4,27.1,23.8,21.6,8.8,39,21,"0.0",9.4,"30","31.6",199,5.85714285714286,2013-10-25
"1395",26,1018.3,25.6,22,19.4,11.1,50,3,"0.0",10.1,"30","24.1",200,5.5,2013-10-26
"1396",27,1018.7,24.7,22,20.2,15.4,67,29,"0.0",9.3,"90","28.5",200,5.5,2013-10-27
"1397",28,1018.7,25.7,22.8,20.9,16.9,70,30,"0.0",9.9,"80","28.8",200,5.5,2013-10-28
"1398",29,1018.6,26.3,23.7,22.1,18.1,72,67,"0.0",7.2,"80","24",200,5.5,2013-10-29
"1399",30,1017.2,26.5,24.2,22.9,19.1,73,47,"0.0",8.3,"80","23.8",200,5.5,2013-10-30
"1400",31,1016.7,28.1,24.8,22.4,19.4,73,30,"Trace",10,"70","20.9",200,5.5,2013-10-31
"1401",1,1014,29.5,25.5,22.6,18,65,57,"0.0",10,"30","17",200,5.5,2013-11-01
"1402",2,1011.5,27.5,26.2,24.9,19,65,81,"Trace",0.7,"30","32.5",201,6.32857142857143,2013-11-02
"1403",3,1012.8,27.6,25.6,23.5,20,71,88,"0.4",0.9,"40","39.8",201,6.32857142857143,2013-11-03
"1404",4,1017.6,24.3,22.7,21.5,20.4,87,89,"12.2",0,"50","29.4",201,6.32857142857143,2013-11-04
"1405",5,1019,24.2,22.6,20.9,20.4,88,91,"3.6",0,"80","36.2",201,6.32857142857143,2013-11-05
"1406",6,1018.3,27.4,24.2,22.6,20.6,81,83,"Trace",2.8,"80","18.7",201,6.32857142857143,2013-11-06
"1407",7,1017.6,26.7,24.1,23,20.4,80,70,"0.0",6.5,"90","30.3",201,6.32857142857143,2013-11-07
"1408",8,1016.4,26.9,24.2,22.8,19.5,76,67,"Trace",3.8,"70","30.8",201,6.32857142857143,2013-11-08
"1409",9,1014.6,27.7,25.5,22.9,20.4,74,77,"Trace",6.7,"70","39.9",202,5.08571428571429,2013-11-09
"1410",10,1014.7,26.4,25.4,23.7,22.4,84,88,"7.6",0.1,"80","41",202,5.08571428571429,2013-11-10
"1411",11,1014,25.3,24.1,23,21.3,85,83,"Trace",0.2,"90","49.3",202,5.08571428571429,2013-11-11
"1412",12,1013.2,23.1,21.9,21.1,21,95,88,"33.4",0,"100","48",202,5.08571428571429,2013-11-12
"1413",13,1014.2,21.3,20.7,19.7,19.2,91,88,"3.9",0,"30","30.8",202,5.08571428571429,2013-11-13
"1414",14,1017.3,23.6,21,19.6,17.2,79,67,"Trace",3.1,"30","23.3",202,5.08571428571429,2013-11-14
"1415",15,1018.4,24.7,21.5,18.8,16.2,72,35,"0.0",9.4,"30","23.8",202,5.08571428571429,2013-11-15
"1416",16,1018.2,23.9,21.7,19.2,15.4,68,31,"0.0",10,"30","14.4",203,4.84285714285714,2013-11-16
"1417",17,1018.6,23.8,21.3,18.8,12.7,58,54,"0.0",7.4,"30","19.7",203,4.84285714285714,2013-11-17
"1418",18,1020.6,23.6,20.7,18.5,10.7,53,31,"0.0",9.7,"80","24.3",203,4.84285714285714,2013-11-18
"1419",19,1021.1,21.3,20.2,18.7,13.2,64,81,"0.0",0.3,"80","29.1",203,4.84285714285714,2013-11-19
"1420",20,1019.5,21.4,20.1,19.3,14.6,71,86,"Trace",1,"80","35.2",203,4.84285714285714,2013-11-20
"1421",21,1018.5,22.6,20.5,17.6,13.9,66,81,"0.5",3.8,"70","31.2",203,4.84285714285714,2013-11-21
"1422",22,1018.7,22.8,21,19.5,16.9,78,82,"0.7",3.7,"80","37.7",203,4.84285714285714,2013-11-22
"1423",23,1017.3,23,21.7,20.6,17.4,76,70,"Trace",8,"80","35.6",204,4.78571428571429,2013-11-23
"1424",24,1014.3,25.8,22.7,20.4,19.4,82,76,"15.2",5.9,"60","20.6",204,4.78571428571429,2013-11-24
"1425",25,1015,22.3,19.5,16.7,9.7,54,28,"0.0",9.9,"30","28",204,4.78571428571429,2013-11-25
"1426",26,1016.9,21.3,19.6,17.7,14.1,71,59,"0.0",6.1,"70","29.8",204,4.78571428571429,2013-11-26
"1427",27,1018.1,23.2,20.1,16,16.1,78,73,"0.5",3.9,"70","30.3",204,4.78571428571429,2013-11-27
"1428",28,1023.5,17.8,15.6,12.8,9.3,68,68,"5.1",0.7,"30","40.1",204,4.78571428571429,2013-11-28
"1429",29,1024.2,17.2,15,12.9,1.4,40,14,"0.0",9.8,"30","28.6",204,4.78571428571429,2013-11-29
"1430",30,1021.8,19.2,16,13.1,6.6,54,18,"0.0",9,"30","19.4",205,5.37142857142857,2013-11-30
"1431",1,1021.8,20.7,17.1,14.3,6.3,50,4,"0.0",9.8,"30","18.9",205,5.37142857142857,2013-12-01
"1432",2,1020.4,21.4,17.7,14.6,7.6,52,10,"0.0",9.8,"30","21.5",205,5.37142857142857,2013-12-02
"1433",3,1019.2,21.5,18.9,17.3,12.2,66,31,"0.0",8.5,"60","24.8",205,5.37142857142857,2013-12-03
"1434",4,1018.2,22.8,19.2,16.2,8.6,52,6,"0.0",9.6,"30","15.7",205,5.37142857142857,2013-12-04
"1435",5,1017.9,21.4,18.3,15.8,7.5,50,5,"0.0",9.6,"30","18.6",205,5.37142857142857,2013-12-05
"1436",6,1016.9,21.4,18.3,15.7,6.6,47,0,"0.0",9.6,"30","19.4",205,5.37142857142857,2013-12-06
"1437",7,1017.4,22.1,19.3,16.6,12.3,65,5,"0.0",9.4,"40","18.7",206,4.78571428571429,2013-12-07
"1438",8,1015.2,21.4,20,18.2,15.2,74,77,"Trace",1.1,"60","23.9",206,4.78571428571429,2013-12-08
"1439",9,1013.6,24.9,22,19.8,13.9,61,67,"0.0",5.6,"30","18.4",206,4.78571428571429,2013-12-09
"1440",10,1014.5,21.7,20.1,18.4,13.4,66,80,"0.0",5.1,"30","29.7",206,4.78571428571429,2013-12-10
"1441",11,1017,20.6,19.2,17.8,12.6,66,85,"0.0",1.4,"60","26.7",206,4.78571428571429,2013-12-11
"1442",12,1017.2,19.3,18,16.6,11.3,65,88,"Trace",0.8,"60","33.7",206,4.78571428571429,2013-12-12
"1443",13,1017.9,20.7,19.2,17.9,14.7,75,88,"Trace",0.5,"40","20.8",206,4.78571428571429,2013-12-13
"1444",14,1018.8,20.5,18.8,17.2,16,84,92,"13.0",0.1,"60","35.5",207,5.4,2013-12-14
"1445",15,1016.7,17.6,17,16.5,16.6,98,96,"22.7",0,"50","38.3",207,5.4,2013-12-15
"1446",16,1015,17.2,13.6,12.2,12.9,96,91,"24.8",0,"20","39.6",207,5.4,2013-12-16
"1447",17,1016.4,13.1,12.3,11.4,11.4,94,92,"27.8",0,"20","26.5",207,5.4,2013-12-17
"1448",18,1019.8,13.4,10.9,9.2,5.6,71,44,"0.0",9,"20","41.2",207,5.4,2013-12-18
"1449",19,1022,15,12,9.5,5.6,65,40,"0.0",8.6,"20","32",207,5.4,2013-12-19
"1450",20,1022.9,16.4,13.9,11.3,7.2,64,67,"0.0",7,"40","23.3",207,5.4,2013-12-20
"1451",21,1024.1,16,14.4,13.1,7.3,62,74,"0.0",2.1,"30","25",208,5.2,2013-12-21
"1452",22,1024.3,16,13.5,11.3,6.3,62,26,"0.0",9.1,"30","22.5",208,5.2,2013-12-22
"1453",23,1022.5,17.9,14.6,11.3,6.3,58,13,"0.0",9.3,"30","20.3",208,5.2,2013-12-23
"1454",24,1023.1,17.9,14.8,12.2,7.1,60,25,"0.0",9.1,"20","22.4",208,5.2,2013-12-24
"1455",25,1021.5,17.6,15.3,13.4,6.8,57,46,"0.0",7.5,"20","17.6",208,5.2,2013-12-25
"1456",26,1021.1,17.3,14.8,12.5,2.8,45,1,"0.0",9.4,"20","34.8",208,5.2,2013-12-26
"1457",27,1023.5,15.5,13,11.3,0.6,43,0,"0.0",8.9,"30","36.5",208,5.2,2013-12-27
"1458",28,1022.9,14.6,12,9.9,0.8,47,0,"0.0",8.4,"30","22.5",209,4.8,2013-12-28
"1459",29,1023,15.3,12.1,9.3,2,51,0,"0.0",9.4,"30","21.9",209,4.8,2013-12-29
"1460",30,1022.5,16.3,13.8,10.7,3.4,50,4,"0.0",9.3,"30","10.3",209,4.8,2013-12-30
"1461",31,1021.1,18.1,15.3,12.5,4.5,49,0,"0.0",9.4,"20","9.4",209,4.8,2013-12-31
"1462",1,1019.3,18.9,15.7,13,6.3,54,0,"0",9.5,"40","13",209,4.8,2014-01-01
"1463",2,1016.8,19.3,16.8,14.4,11.8,73,49,"0",4.5,"40","16.1",209,4.8,2014-01-02
"1464",3,1015.7,22.5,19.8,17.2,12.9,65,28,"0",8.6,"20","10.6",209,4.8,2014-01-03
"1465",4,1017.8,21.8,18.8,16.8,8.2,51,0,"0",8.8,"20","24",210,6.42857142857143,2014-01-04
"1466",5,1018.8,18.7,16.3,14.5,8.3,60,2,"0",9,"70","24.3",210,6.42857142857143,2014-01-05
"1467",6,1018,18.5,16.5,14.8,11.3,72,26,"0",9.1,"70","33.8",210,6.42857142857143,2014-01-06
"1468",7,1016.8,19.1,17.8,16.5,14.4,81,88,"Trace",1.5,"60","28.6",210,6.42857142857143,2014-01-07
"1469",8,1017.9,21,18.8,16.1,16,84,74,"Trace",0.9,"30","17.4",210,6.42857142857143,2014-01-08
"1470",9,1022.9,16.6,15.5,14.3,9.6,68,83,"0",0,"30","25.5",210,6.42857142857143,2014-01-09
"1471",10,1024.3,16.2,15.3,14.4,11.2,76,87,"Trace",0,"80","38.1",210,6.42857142857143,2014-01-10
"1472",11,1023.7,18.8,16.2,14.1,12.3,78,32,"0",9.7,"70","29.1",211,6.25714285714286,2014-01-11
"1473",12,1023.3,21.5,17.5,15.1,12.4,73,29,"0",7.6,"30","23.8",211,6.25714285714286,2014-01-12
"1474",13,1023.6,16.2,13.9,11.8,8,67,50,"0",4.9,"30","28.1",211,6.25714285714286,2014-01-13
"1475",14,1023.6,16.8,13.2,10.6,6.8,65,39,"0",9.4,"30","26.2",211,6.25714285714286,2014-01-14
"1476",15,1025.6,16.1,13.2,11.2,6,62,27,"0",9.8,"30","28.5",211,6.25714285714286,2014-01-15
"1477",16,1024.3,16.7,13.9,11.8,8.1,68,28,"0",9.3,"60","30.3",211,6.25714285714286,2014-01-16
"1478",17,1023.3,18.9,15.5,12.7,11,75,15,"0",9.3,"60","14.7",211,6.25714285714286,2014-01-17
"1479",18,1026.1,19.7,16.2,13.5,4.9,48,0,"0",9.9,"30","23",212,7.55714285714286,2014-01-18
"1480",19,1026,16.7,14.6,13.2,8.7,69,22,"0",7.6,"70","30.3",212,7.55714285714286,2014-01-19
"1481",20,1023.7,20.5,16.4,13.4,5.6,51,10,"0",9.9,"30","18.8",212,7.55714285714286,2014-01-20
"1482",21,1024.5,17.6,14.9,12.9,-1.4,33,0,"0",9.7,"30","31.5",212,7.55714285714286,2014-01-21
"1483",22,1025.2,17,13.3,10.3,0.6,43,0,"0",10,"30","18.6",212,7.55714285714286,2014-01-22
"1484",23,1023.2,15.8,13.3,11.6,7.8,70,12,"0",9.6,"80","26.9",212,7.55714285714286,2014-01-23
"1485",24,1018.8,18.5,15.6,12.9,11.7,78,46,"0",9.5,"60","28",212,7.55714285714286,2014-01-24
"1486",25,1017.7,21.4,18.4,16.5,14.4,78,83,"0",6.5,"50","20.8",213,7.22857142857143,2014-01-25
"1487",26,1019.4,24.4,19,16.3,14.6,76,74,"0",5.3,"30","19.9",213,7.22857142857143,2014-01-26
"1488",27,1021.3,18.9,16.4,15,11.6,74,30,"0",8.8,"90","28.8",213,7.22857142857143,2014-01-27
"1489",28,1020.4,20.3,17,14.8,12.3,75,21,"0",9.6,"70","20.1",213,7.22857142857143,2014-01-28
"1490",29,1019.9,21.2,17.8,15.6,12.7,72,2,"0",10.1,"50","15.4",213,7.22857142857143,2014-01-29
"1491",30,1019.3,22.9,18.9,15.9,14.4,75,5,"0",10.2,"40","7.3",213,7.22857142857143,2014-01-30
"1492",31,1018.4,22.8,19.4,16.4,15.1,77,16,"0",10.2,"60","9.9",213,7.22857142857143,2014-01-31
"1493",1,1015.4,22.2,20,18.3,17,83,34,"0",6.5,"50","10.8",214,6.9,2014-02-01
"1494",2,1011.6,23.8,20.2,17.5,15.4,76,16,"0",9.7,"20","10",214,6.9,2014-02-02
"1495",3,1010,24.6,20.6,17.4,14.9,71,3,"0",10.2,"280","9.4",214,6.9,2014-02-03
"1496",4,1013.3,19.4,18.2,16.6,15.1,82,73,"Trace",0.4,"100","40.3",214,6.9,2014-02-04
"1497",5,1013.9,19,17.1,15.9,14.1,82,82,"Trace",3.2,"80","35.6",214,6.9,2014-02-05
"1498",6,1012.1,21.6,18.6,16.7,16.3,87,81,"Trace",5.1,"50","16",214,6.9,2014-02-06
"1499",7,1010.9,23.4,20.3,18.1,18,87,84,"Trace",3.2,"50","10.5",214,6.9,2014-02-07
"1500",8,1011.4,18,16.6,16,14.9,90,88,"0.3",0,"40","22.5",215,8.5,2014-02-08
"1501",9,1012.3,16.7,14.5,10.4,13.7,95,93,"13.1",0,"30","36.7",215,8.5,2014-02-09
"1502",10,1019.1,10.5,9.1,8.3,5.3,77,88,"0.3",0,"30","39.2",215,8.5,2014-02-10
"1503",11,1019.9,9.7,8.4,7.5,3.1,69,89,"Trace",0,"30","28.1",215,8.5,2014-02-11
"1504",12,1018.8,10.5,8.9,7.3,6.6,85,96,"0.4",0,"30","24.2",215,8.5,2014-02-12
"1505",13,1021.3,9.8,8.7,8,7.2,91,96,"21.4",0,"20","30.2",215,8.5,2014-02-13
"1506",14,1022.1,14.6,10.6,8.2,4.8,67,64,"0",4.9,"30","25.3",215,8.5,2014-02-14
"1507",15,1020.4,13.6,11.8,9.7,8.1,79,86,"Trace",0,"60","32.2",216,5.07142857142857,2014-02-15
"1508",16,1018.6,15.4,14.2,13.3,12.5,89,100,"Trace",0,"60","33",216,5.07142857142857,2014-02-16
"1509",17,1018.1,20.9,17.6,15.3,16.6,95,90,"0",4.2,"50","18.5",216,5.07142857142857,2014-02-17
"1510",18,1016.4,21.5,17,12.2,15.3,90,88,"Trace",0.9,"20","16.3",216,5.07142857142857,2014-02-18
"1511",19,1021.5,12.4,10,7.9,5.6,75,84,"3.8",0.1,"20","39.7",216,5.07142857142857,2014-02-19
"1512",20,1024.8,17.3,12.3,8.2,4.8,62,5,"0",10.7,"70","22.1",216,5.07142857142857,2014-02-20
"1513",21,1024.5,15.2,13.8,12.3,9.3,75,74,"0",3.9,"80","41.2",216,5.07142857142857,2014-02-21
"1514",22,1023,17.1,14.7,12.6,10.5,77,85,"0.2",2.6,"70","40.3",217,6.74285714285714,2014-02-22
"1515",23,1022.7,19.2,16.2,14.4,12.4,78,52,"0",9.6,"70","34.6",217,6.74285714285714,2014-02-23
"1516",24,1020.6,19.3,17,15,14,82,64,"Trace",6.3,"70","34.8",217,6.74285714285714,2014-02-24
"1517",25,1018.6,20.9,18.7,17.3,16,85,83,"0",4.2,"50","24.7",217,6.74285714285714,2014-02-25
"1518",26,1018,24.1,20.2,17.9,17.9,87,73,"Trace",5.2,"50","13.5",217,6.74285714285714,2014-02-26
"1519",27,1018.9,21.1,19.6,18.7,17.7,89,80,"Trace",1,"50","25.8",217,6.74285714285714,2014-02-27
"1520",28,1017,19,18.3,17.4,16.1,87,88,"Trace",0,"60","28.7",217,6.74285714285714,2014-02-28
"1521",1,1014.6,22.1,20,18.4,18.1,89,86,"0",0.9,"50","13.8",218,6.84285714285714,2014-03-01
"1522",2,1014.6,21.7,19,16,17.6,91,90,"0.6",1.4,"80","21.8",218,6.84285714285714,2014-03-02
"1523",3,1017,16.3,15.8,15.4,13.8,87,89,"Trace",0,"70","42.3",218,6.84285714285714,2014-03-03
"1524",4,1017.5,18.2,16.8,15.4,15.4,91,94,"0.1",0,"50","22.4",218,6.84285714285714,2014-03-04
"1525",5,1018.7,17.6,16.7,15.9,14.3,86,89,"0.1",0,"70","30",218,6.84285714285714,2014-03-05
"1526",6,1018.2,15.9,15.3,14.8,13.2,88,88,"Trace",0,"70","43.2",218,6.84285714285714,2014-03-06
"1527",7,1020.3,15.1,14.6,14.1,12.6,88,89,"0.1",0,"80","46.3",218,6.84285714285714,2014-03-07
"1528",8,1018.8,16.2,15.1,14.2,14.1,94,94,"0.9",0,"60","29.2",219,5.35714285714286,2014-03-08
"1529",9,1020.9,15.5,14.8,14.2,12.5,87,88,"Trace",0,"40","24.2",219,5.35714285714286,2014-03-09
"1530",10,1022.1,15.6,14.4,13.9,11.1,81,88,"Trace",0,"70","45.5",219,5.35714285714286,2014-03-10
"1531",11,1020.2,15.9,15,14.1,12.7,86,88,"0.3",0,"60","39.4",219,5.35714285714286,2014-03-11
"1532",12,1014.7,19.5,17.7,15.4,17.1,96,93,"0.1",0,"40","14.7",219,5.35714285714286,2014-03-12
"1533",13,1016.2,22.2,20.2,19,15.8,77,85,"0.3",1.3,"30","19.8",219,5.35714285714286,2014-03-13
"1534",14,1022.2,19.9,17.1,14.7,12.1,73,84,"0.4",1.1,"60","31.3",219,5.35714285714286,2014-03-14
"1535",15,1022.1,17.5,16,14.7,9.8,67,90,"Trace",0.3,"60","29.2",220,7.9,2014-03-15
"1536",16,1021,19.9,18.1,16.3,12.4,70,82,"0",2.6,"50","24.9",220,7.9,2014-03-16
"1537",17,1018.9,22.9,20.4,18.4,18.4,88,86,"Trace",1.5,"50","18.2",220,7.9,2014-03-17
"1538",18,1016,25,21.9,19.9,20,89,85,"0",4.6,"50","12.8",220,7.9,2014-03-18
"1539",19,1013.6,26.8,22.7,20.4,20.1,86,48,"0",9.1,"40","6.8",220,7.9,2014-03-19
"1540",20,1014.2,25.2,21.5,18.7,18,81,31,"0",9,"40","14.3",220,7.9,2014-03-20
"1541",21,1020.4,18.7,16.5,15.5,10.6,69,88,"Trace",0,"30","26.7",220,7.9,2014-03-21
"1542",22,1021,20.8,17.3,15.2,10.8,67,53,"0",8,"70","32.9",221,7.34285714285714,2014-03-22
"1543",23,1022,22,18.4,15.9,12.6,70,42,"0",10.7,"70","33.1",221,7.34285714285714,2014-03-23
"1544",24,1019.4,23.1,19.5,16.6,14,72,45,"0",8.9,"60","25",221,7.34285714285714,2014-03-24
"1545",25,1015.5,26.5,21.9,18.9,16.6,73,37,"0",9.9,"40","14.4",221,7.34285714285714,2014-03-25
"1546",26,1013.9,26.2,22.6,20.6,19.2,82,55,"Trace",7.5,"40","7.4",221,7.34285714285714,2014-03-26
"1547",27,1012.7,27.6,23.5,20.6,20.1,82,53,"0",8.6,"160","11.5",221,7.34285714285714,2014-03-27
"1548",28,1012.1,23.3,22.2,21.2,20.8,92,88,"Trace",0,"50","18.5",221,7.34285714285714,2014-03-28
"1549",29,1011.4,23.5,21.8,20.7,20.8,94,87,"19",0.2,"40","9.5",222,6.82857142857143,2014-03-29
"1550",30,1010.4,26,22.6,19.1,21,91,90,"103.1",0.2,"100","20.8",222,6.82857142857143,2014-03-30
"1551",31,1009.7,21.2,20,18.9,19.7,98,93,"82.6",0.2,"100","18.9",222,6.82857142857143,2014-03-31
"1552",1,1010.9,20.9,20.2,19.5,19.8,98,89,"8",0.1,"60","21.2",222,6.82857142857143,2014-04-01
"1553",2,1011.9,20.3,19.4,18.6,18.9,97,88,"24.4",0.3,"80","25.8",222,6.82857142857143,2014-04-02
"1554",3,1013.5,20.7,19.6,18.5,19.1,97,89,"42.3",1.1,"40","16.6",222,6.82857142857143,2014-04-03
"1555",4,1016.5,22.9,20.6,19.2,17.3,82,60,"0",7,"90","27",222,6.82857142857143,2014-04-04
"1556",5,1016.5,24.7,20.8,18.2,15.5,73,34,"0",10.4,"80","20.4",223,6.45714285714286,2014-04-05
"1557",6,1017,21,19.2,17.5,17.3,89,90,"9.3",0,"70","41",223,6.45714285714286,2014-04-06
"1558",7,1016.4,20.1,19.2,17.9,16.7,86,88,"Trace",0.4,"80","38.2",223,6.45714285714286,2014-04-07
